date,open,high,low,close,volume
2020-01-02T00:00:00.000Z,20.59097184560313,21.13154628546383,20.581143219423844,20.63028635032027,3.0473901e+07
2020-01-03T00:00:00.000Z,20.57131459324456,21.210175294898114,20.345256191120992,20.885830630981694,3.0564022e+07
2020-01-06T00:00:00.000Z,20.512342836168845,21.367433313766682,20.404227948196706,20.87600200480241,2.9865135e+07
2020-01-07T00:00:00.000Z,20.934973761878123,21.4952054540974,20.718743985933838,21.4952054540974,3.8387137e+07
2020-01-08T00:00:00.000Z,21.02343139749169,21.220003921077403,20.296113060224563,20.296113060224563,3.4975566e+07
2020-01-09T00:00:00.000Z,20.689258107395986,22.134066155750954,20.679429481216697,21.4264050708424,4.9008885e+07
2020-01-10T00:00:00.000Z,21.622977594428107,21.790064239475964,20.915316509519553,20.934973761878123,3.1552962e+07
2020-01-13T00:00:00.000Z,20.748229864471696,21.210175294898114,20.492685583810275,21.20034666871883,2.1735248e+07
2020-01-14T00:00:00.000Z,21.229832547256688,21.347776061408112,20.777715743009555,20.826858873905984,1.925319e+07
2020-01-15T00:00:00.000Z,21.308461556690972,22.566525707639517,21.14137491164312,21.829378744193104,5.7046481e+07
2020-01-16T00:00:00.000Z,21.819550118013815,22.12423752957167,21.39691919230454,21.4952054540974,3.556863e+07
2020-01-17T00:00:00.000Z,21.740921108579535,22.045608520137385,21.37726193994597,21.544348584993823,2.9669142e+07
2020-01-20T00:00:00.000Z,21.50503408027668,22.104580277213095,21.259318425794543,22.065265772495955,3.1732899e+07
2020-01-21T00:00:00.000Z,21.849035996551674,22.05543714631667,21.406747818483826,21.46571957555954,2.6696692e+07
2020-01-22T00:00:00.000Z,21.210175294898114,21.77040698711739,20.718743985933838,21.46571957555954,2.769539e+07
2020-01-23T00:00:00.000Z,21.06274590220883,21.269147051973828,19.706395489467436,20.17816954607314,3.3751224e+07
2020-02-03T00:00:00.000Z,18.16330117931961,18.16330117931961,18.16330117931961,18.16330117931961,1.7643e+06
2020-02-04T00:00:00.000Z,16.34500533615179,18.13381530078175,16.34500533615179,17.48512597294891,3.9638961e+07
2020-02-05T00:00:00.000Z,17.691527122713907,18.25175881493318,17.50478322530748,17.55392635620391,2.9829846e+07
2020-02-06T00:00:00.000Z,17.475297346769626,18.20261568403675,17.318039327901058,18.015871786630324,3.165796e+07
2020-02-07T00:00:00.000Z,18.13381530078175,18.51713172177389,17.897928272478904,18.389359581443177,2.7691963e+07
2020-02-10T00:00:00.000Z,18.065014917526753,19.08719204017245,18.0355290389889,18.5761034788496,2.596935e+07
2020-02-11T00:00:00.000Z,18.6449038621046,18.743190123897456,18.21244431021604,18.261587441112464,1.93828e+07
2020-02-12T00:00:00.000Z,18.18295843167818,18.792333254793885,18.11415804842318,18.723532871538886,3.1997096e+07
2020-02-13T00:00:00.000Z,18.703875619180312,18.910276768945305,18.241930188753894,18.281244693471038,2.7392193e+07
2020-02-14T00:00:00.000Z,18.438502712339606,19.735881368005288,18.35987370290532,19.05770616163459,5.3499417e+07
2020-02-17T00:00:00.000Z,19.342736320833872,20.011082901025283,19.067534787813877,19.785024498901716,4.8984981e+07
2020-02-18T00:00:00.000Z,19.735881368005288,20.10936916281814,19.372222199371727,19.912796639232432,4.0573095e+07
2020-02-19T00:00:00.000Z,19.686738237108866,20.266627181686708,19.55896609677815,19.578623349136723,3.5678577e+07
2020-02-20T00:00:00.000Z,19.578623349136723,21.53451995881454,19.332907694654587,21.53451995881454,7.3616993e+07
2020-02-21T00:00:00.000Z,21.4952054540974,23.441273437595928,21.337947435228827,21.996465389240957,9.960892e+07
2020-02-24T00:00:00.000Z,21.790064239475964,22.48789669820523,21.603320342069537,22.212695165185238,6.5938468e+07
2020-02-25T00:00:00.000Z,21.475548201738825,22.14389478193024,20.335427564941707,21.740921108579535,6.755259e+07
2020-02-26T00:00:00.000Z,21.151203537822404,21.57383446353168,20.46319970527242,20.6106290979617,4.5323667e+07
2020-02-27T00:00:00.000Z,20.787544369188836,21.53451995881454,20.640114976499557,21.033260023670977,4.1712396e+07
2020-02-28T00:00:00.000Z,19.902968013053144,20.52217146234813,18.929934021303882,19.008563030738163,5.2297374e+07
2020-03-02T00:00:00.000Z,19.372222199371727,20.08971191045957,19.067534787813877,19.912796639232432,3.2312472e+07
2020-03-03T00:00:00.000Z,20.443542452913846,21.387090566125256,20.001254274846,20.43371382673456,4.2904159e+07
2020-03-04T00:00:00.000Z,20.561485967065273,21.033260023670977,20.227312676969564,21.013602771312407,3.7989823e+07
2020-03-05T00:00:00.000Z,21.4952054540974,21.750749734758816,20.689258107395986,21.229832547256688,4.9790091e+07
2020-03-06T00:00:00.000Z,20.5418287147067,20.826858873905984,20.276455807865993,20.37474206965885,3.3467595e+07
